iyear,imonth,iday,provstate,city,latitude,longitude,summary,attacktype1_txt,targtype1_txt,corp1,target1,natlty1_txt,gname,weapsubtype1_txt,nkill,nwound
2010,11,21,Balochistan,Turbat,26.004167,63.060556,"11/21/2010: On Sunday evening, at a bus stop in the Turbat district of Balochistan, Pakistan, unidentified militants opened fire on a group of Iranians, killing five and injuring three others. The Iranians were said to be traders on their way to Karachi. No damage was reported and no group claimed responsibility.",Armed Assault,Private Citizens & Property,,Iranian civilians,Iran,Unknown,Unknown Gun Type,5,3
2010,12,6,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,"12/06/2010: On Monday, in Ghalanai, Mohmand, Federally Administered Tribal Areas, Pakistan, two suicide bombers riding motorcycles struck a government office, where over 100 tribal elders were meeting, leaving at least 50 people dead and 60 injured. The office and several other buildings were also destroyed in the attack. Two slain tribal elders were identified as Malik Salim Khan and Malik Kachkol. Two local journalists, Muhammad Pervez and Wahab, who were covering the tribal jirga, were also killed in the blasts. The chief Tehrik-e-Taliban Pakistan (TTP), Omar Khalid, claimed responsibility for the attack. ""Our two suicide bombers targeted people who were working against the Taliban. Those who will work against us and make lashkars (tribal militias) or peace committees will be targeted. Our war is to enforce Sharia (Islamic law) and anyone who hinders our way or sides with America will meet the same fate,"" Khalid said.",Bombing/Explosion,Private Citizens & Property,,Tribal elders,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,52,60
2010,12,8,Khyber Pakhtunkhwa,Kohat,33.583401,71.433219,"12/08/2010: On Wednesday, at Tirah bazaar in Kohat, Khyber Pakhtunkhwa, Pakistan, a teenage boy blew himself up at a bus station in front of a barber shop as he was near a bus full of passengers. At least 19 people were killed, 20 people were wounded, and more than 30 shops and seven vehicles were destroyed. No group claimed responsibility.",Bombing/Explosion,Transportation,,Civilians,Pakistan,Unknown,Suicide (carried bodily by human being),20,20
2010,12,10,Khyber Pakhtunkhwa,Hangu,33.533541,71.057467,"12/10/2010: On Friday afternoon, in Pass Kallay area of Hangu, Khyber Pakhtunkhwa, Pakistan, a suicide bomber rammed a tractor laden with explosives into a hospital where Shiite Muslims were praying, killing at least 14 people, including three policemen, and wounding over 16 people. Many buildings nearby the hospital were seriously damaged. No group claimed responsibility.",Bombing/Explosion,Business,,A hospital was targeted in the attack.,Pakistan,Unknown,Vehicle,14,16
2010,12,17,Khyber Pakhtunkhwa,Hangu,33.533541,71.057467,"12/17/2010: On Friday, in the Qazi Talab area of Hangu district, in Khyber Pakhtunkhwa, Pakistan, unidentified militants fired four mortar rounds from the neighborhood of Orakzai which struck two civilian houses. Nine people including women and children were killed and eight people were injured in the attack. Police said that six of the dead were Shia and three were Sunni Muslims. Two more mortar rounds were fired in the same area in civilian areas causing no casualties or damages. No group claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,,Two civilian houses,Pakistan,Unknown,"Projectile (rockets, mortars, RPGs, etc.)",6,8
2010,12,25,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,"12/25/2010: On Saturday morning around 0845, in Khar city in the Bajaur district of Federally Administered Tribal Areas, Pakistan, a female suicide bomber detonated her explosive vest in a large crowd of people gathering at a checkpoint near the office of the World Food Program, killing 47 and injuring at least 72 others. The bomber also threw two hand grenades into the crowd just before detonating the explosives. The attack caused an unknown amount of property damage. The Tehrik-e-Taliban Pakistan claimed responsibility for the attack. A Taliban spokesman claimed responsibility and said that the people of local Salarzai tribe were targeted as they ""support the army"" against the Taliban. Taliban spokesman Azam Tariq said that the Salarzai tribe had formed ""Lashkar"" or private army against the Taliban and that is why they were targeted. ""We will also target those in future who support the government against us,"" Tariq said.",Bombing/Explosion,Private Citizens & Property,Salarzai,Members of the Salarzai tribe,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),48,72
2011,1,13,Federally Administered Tribal Areas,North Waziristan district,32.974638,70.14558,"01/13/2011: On Thursday, in North Waziristan, Federally Administered Tribal Areas, Pakistan, five mortar shells fired from across Afghanistan border hit houses in Tity Mada Khel village, killing eight people, including five men and three women, and wounding 11 others. No damage was reported and no group claimed responsibility.",Bombing/Explosion,Private Citizens & Property,,Civilians,Pakistan,Unknown,"Projectile (rockets, mortars, RPGs, etc.)",5,6
2011,1,14,Khyber Pakhtunkhwa,Hangu,33.533541,71.057467,"01/14/2011: On Friday night at 0330, in Hangu, Khyber Pakhtunkhwa, Pakistan, unknown militants armed with rockets, hand grenades and assault rifles broke into the house of a female police constable, Shamshad Begum. The militants launched a rocket and opened indiscriminate fire, killing Begum and her five family members, two sons, one daughter and two sister-in-laws. She had received death threats from local militants demanding her resignation. No group claimed responsibility but the Taliban was suspected.",Bombing/Explosion,Police,Hangu Law Enforcement,A female police officer was targeted in the attack.,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Projectile (rockets, mortars, RPGs, etc.)",6,0
2011,1,17,Khyber Pakhtunkhwa,Hangu,33.533541,71.057467,"01/17/2011: On Monday morning, in Hangu, Khyber Pakhtunkhwa, Pakistan, suspected Taliban militants detonated a roadside improvised explosive targeting a bus. The blast killed 17 civilians, wounded 11 others, and damaged the minibus. No group claimed responsibility for the attack.",Bombing/Explosion,Transportation,,A bus,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Other Explosive Type,17,11
2011,1,20,Khyber Pakhtunkhwa,Kohat,33.583401,71.433219,"01/20/2011: On Thursday, in the Lachi tehsil of Kohat district, in Khyber Pakhtunkhwa, Pakistan, at least a dozen unidentified militants ambushed a convoy of Hungarian oil company, MOL, with small arms fire. Four Pakistani soldiers guarding the convoy and two company officials were killed while one other soldier was injured. Two engineers from the company were kidnapped and taken away to an unknown location. Those killed were identified as Havaldar Ali Zaman, Lance Naik Salim Khan, Lance Naik Amal Daraz, Sepoy Younas Khan, company driver Amir Janan and worker Muhammad Hafeez. No damage was reported and no group claimed responsibility for the attack. The status of the hostages is unknown.",Hostage Taking (Kidnapping),Business,MOL,A convoy of the Hungarian MOL oil company,Hungary,Unknown,Unknown Gun Type,6,1
2011,1,25,Punjab,Lahore,31.554606,74.357158,"01/25/2011: On Tuesday evening, in Lahore, Punjab, Pakistan, a 14 year old suicide bomber detonated his suicide vest, containing more than 12 kilograms of explosive material, seconds after the policemen intercepted him for a body search at a barrier near the Urdu Bazaar Crossing. The boy detonated his vest about five feet away from the police vans, narrowly missing the initial target, the shrine of Sufi saint Hazrat Ali Hajveri, popularly known as Data Gunj Bukhsh, where a Shiite procession was taking place. Ten people were killed and about 70 more were left wounded in the blast. Two police vehicles were badly damaged. A branch of the Pakistani Taliban, the Qari Hussain Mehsud group, claimed responsibility.",Bombing/Explosion,Private Citizens & Property,,A Shiite procession,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),11,70
2011,1,31,Khyber Pakhtunkhwa,Peshawar,34.009667,71.579994,"01/31/2011: On Monday, in Peshawar, Khyber Pakhtunkhwa, Pakistan, under an overhead bridge on the Kohat Road near Garhi Qamardin, a suburban locality, a suicide bomber blew himself up near the vehicle of deputy superintendent of police (DSP), Abdur Rashid Khan, killing the DSP, his driver, Amin Shah, police constable, Sher Rahman, civilian nearby, Khan Mohammad, and a student. Twelve civilians and five police officers were also wounded in the explosion and the attack caused an unknown amount of property damage. Seven kilograms of explosives and ball bearings and pieces were used in the bombing. The Tehrik-e-Taliban-Pakistan (TTP) claimed responsibility for the attack.",Assassination,Police,Peshawar Law Enforcement,"Police Deputy Superintendent, Rashid Khan,",Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),6,12
2011,2,10,Khyber Pakhtunkhwa,Mardan,34.416681,71.92459,"02/10/2011: On Thursday morning at 0815, in Mardan, Khyber Pakhtunkhwa, Pakistan, a teenage suicide bomber dressed in a school uniform detonated his explosives during a parade inside the Punjab Regiment Army Recruitment Center killing at least 31 military cadets and army recruits and wounding over 40 others. Authorities have confirmed that the Aziz Bhatti College for the children of serving army personnel helped the bomber slip past six separate security check-points in order to carry out the attack. The bombing caused an unknown amount of property damage and the Tehrik-e-Taliban Pakistan (TTP) claimed responsibility for the attack by unknown means.",Bombing/Explosion,Military,Punjab Regiment Army Recruitment Center,Military cadets,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),32,40
2011,3,4,Khyber Pakhtunkhwa,Nowshera,34.014167,71.976154,"03/04/2011: On Friday, in the Akbarpura area near Nowshera, Khyber Pakhtunkhwa, Pakistan, unidentified militants detonated an improvised explosive device in the Jammia mosque located in the premises of Akhwand Panju Babaäó»s shrine, killing at least 10 people and wounding six others. A timed device weighing 2.5 kilograms was used in the attack. The incident took place when people were distributing food following prayers. The attack caused an unknown amount of property damage and no group claimed responsibility.",Bombing/Explosion,Religious Figures/Institutions,,The target of the attack was a mosque.,Pakistan,Unknown,Time Fuse,10,6
2011,3,8,Punjab,Faisalabad,31.408822,73.083021,"03/08/2011: On Tuesday morning at 1015, near an Inter-Service Intelligence (ISI) building in the Civil-Lines area in Faisalabad, Punjab, Pakistan, 25 people were killed and 100 were wounded when a vehicle borne improvised explosive device exploded at a gas station near an Inter-Service Intelligence (ISI) building. The intelligence service building and offices of Pakistan International Airlines collapsed and several other buildings and dozens of vehicles were damaged in the blast. A militant involved in the blast was arrested and another injured militant was taken to a nearby hospital. The 40 kilogram bomb set off gas cylinders at the gas station causing the explosion to be larger than it initially would have been. A spokesman for the Tehrik-e-Taliban Pakistan (TTP), Ehsanullah Ehsan, claimed responsibility for the bombing, stating in a phone call to Reuters that it was in retaliation for the killing of one of their commanders in the city in 2010.",Bombing/Explosion,Government (General),Inter-Services Intelligence,The Inter-Services Intelligence building was targeted in the attack.,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,25,101
2011,3,9,Khyber Pakhtunkhwa,Peshawar,34.009667,71.579994,"03/09/2011: On Wednesday morning, in Adezai village of Peshawar city, Khyber Pakhtunkhwa, Pakistan, at least 25 people were killed and 50 others were injured when Tehrik-e-Taliban Pakistan (TTP) militants detonated a suicide improvised explosive device containing eight kilograms of explosives and ball bearings, at a funeral. The funeral service was for anti-Taliban Lashkar of Adezai member, Abdul Kalam alias Kala Khan, ethnic Pashtun tribal elder, and nearly 200 people were present when the blast occurred. No damage was reported and the TTP claimed responsibility. A militant, identified as Rab Nawaz Khan was killed in a search operation by security forces and was said to be the facilitator of the suicide attack.",Bombing/Explosion,Private Citizens & Property,,Civilians at a funeral,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),26,50
2011,3,12,Balochistan,Jaffarabad district,28.340071,68.188997,"03/12/2011: On Saturday morning, in Jaffarabad, Balochistan, Pakistan, unidentified men fired rockets and mortars from an unknown location at Khairdin village of the anti-government Bugti tribe near Goth Hairdeen area. One rocket hit a house, killing head of a family Pulen Bugti along with his wife Khatoon and their daughters Shah, Shahi, Chochi, and a year old Jarki. The amount of damage caused by the attack was unknown. No group claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,,The targets of the attack were civilians.,Pakistan,Unknown,"Projectile (rockets, mortars, RPGs, etc.)",6,0
2011,3,13,Khyber Pakhtunkhwa,Hangu,33.533541,71.057467,"03/13/2011: On Sunday, in Hangu, Khyber Pakhtunkhwa, Pakistan, six unidentified militants opened fire on a passenger van at Mamoo Khwar village, killing 11 Shiite passengers and wounding six others. The amount of damage caused was unknown and no group claimed responsibility for the attack.",Armed Assault,Private Citizens & Property,,The targets of the attack were Shiite Muslims.,Pakistan,Unknown,Unknown Gun Type,11,6
2011,3,13,Khyber Pakhtunkhwa,Kohat,33.583401,71.433219,"03/13/2011: On Sunday, in the Doaba area of Kohat, Khyber Pakhtunkhwa, Pakistan, unidentified militants opened fire on a vehicle, killing seven civilians and wounding eight others. The amount of damage caused by the attack was unknown and no group claimed responsibility for the attack.",Armed Assault,Private Citizens & Property,,The targets of the attack were civilians.,Pakistan,Unknown,Unknown Gun Type,7,8
2011,3,21,Balochistan,Gwadar,25.129902,62.323222,"03/21/2011: On Monday evening, in Paleri area of Gawadar in Balochistan, Pakistan, eight militants fired on the camp of the military- run Frontier Works Organization (FWO), killing 11 and wounding 2 others. The victims included seven employees of the FWO and four employees of the National Highways Authority (NHA). The militants also torched two vehicles of the FWO after the shooting. The Baloch Liberation Front (BLF) claimed the responsibility for the attack by unknown means.",Armed Assault,Military,Frontier Works Organization (FWO),The camp of the Frontier Works Organization (FWO),Pakistan,Baloch Republican Army (BRA),Unknown Gun Type,11,2
2011,3,25,Federally Administered Tribal Areas,Kurram district,33.695975,70.336069,"03/25/2011: On Friday, in Bogan, Kurram, Federally Administered Tribal Areas, Pakistan, unidentified militants opened fire on a convoy of passenger vans. Thirteen people were killed and eight others injured. The militants also kidnapped 45 other civilians. On 04/21/2011 the militants shot and killed eight of the hostages. No group claimed responsibility, but it was suspected that pro-Taliban militants were responsible. The status of the remaining hostages is unknown.",Armed Assault,Private Citizens & Property,,Civilians,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Gun Type,13,8
2011,3,30,Khyber Pakhtunkhwa,Anbaar,34.050208,72.417627,"03/30/2011: On Wednesday morning at 1110, near a police checkpoint in the Anbaar area of Swabi, Khyber Pakhtunkhwa, Paksitan, a suicide bomber on a motorcycle detonated his explosives targeting the chief of Jamiat Ulema-e-Islam, Maulana Fazlur Rehman. Eight people were killed and six others were injured but Rehman was unharmed. The attack caused an unknown amount of property damage and no group claimed responsibility for this incident.",Assassination,Government (General),Jamiat Ulema-e-Islam,"Chief of Jamiat Ulema-e-Islam, Maulana Fazlur Rehman, was targeted,",Pakistan,Unknown,Vehicle,9,6
2011,3,31,Balochistan,Turbat,26.004167,63.060556,"03/31/2011: On Thursday afternoon at 1730, near Tump in Kech district, Balochistan, Pakistan, unidentified militants remotely detonated a roadside bomb targeting the vehicle of a local official, Ramdil, killing him, his son Bahar, and three body guards. The attack completely destroyed the vehicle and Baloch Liberation Front (BLF) claimed responsibility for carrying out remote-controlled attack on vehicle of Ramdil and said he was spying for security forces.",Bombing/Explosion,Government (General),Pakistani Government,A local official was targeted in the attack.,Pakistan,Baloch Liberation Front (BLF),Remote Trigger,5,0
2011,3,31,Khyber Pakhtunkhwa,Charsadda,34.148181,71.730028,"03/31/2011: On Thursday afternoon around 1240, in Charsadda, Khyber Pakhtunkhwa, Pakistan, a suicide bomber detonated his explosives-laden belt close to the convoy of Maulana Fazlur Rehman, chief of the Jamiat Ulema-e-Islam party. At least 13 people, including four policemen, were killed and 29 others were injured but Rehman was unharmed. The attack caused an unknown amount of property damage and no group claimed responsibility for this incident.",Assassination,Government (General),Jamiat Ulema-e-Islam,"The convoy of Maulana Fazlur Rehman, chief of the Jamiat Ulema-e-Islam party,",Pakistan,Unknown,Suicide (carried bodily by human being),14,29
2011,4,3,Punjab,Dera Ghazi Khan,30.034319,70.639676,"04/03/2011: On Sunday afternoon at 1740, in Dera Gazi Khan, Punjab, Pakistan, two suicide bombers detonated their explosives at the front and back of the Sufi Muslim Sakhi Sarwar shrine, killing 50 and wounding 100 others attending an annual festival. A third attacker, Fida Hussain, who was wounded, was arrested after his explosive-laden jacket failed to fully detonate. Three more suspects were arrested from the Garrison city of Rawalpindi in connection with the shrine attacks. Police officials revealed that the shrine had been receiving threats prior to the attack. The attack caused an unknown amount of property damage and the Tehrik-e-Taliban Pakistan (TTP) spokesman, Ahmadullah Ahmadi claimed responsibility for the attack claiming it was a reaction to the armyäó»s operation against the militants. TTP Spokesman, Ehsanullah Ehsan, also made a second claim of responsibility to Reuters via telephone from an undisclosed location stating äóìOur men carried out these attacks and we will carry out more in retaliation for government operations against our people in the northwest.äó",Bombing/Explosion,Religious Figures/Institutions,Sufi Muslim Sakhi Sarwar shrine,The Sufi Muslim Sakhi Sarwar shrine was targeted in the attack.,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),52,102
2011,4,4,Khyber Pakhtunkhwa,Mayar Jandool,34.887684,71.66341,"04/04/2011: On Monday, in Dir, Khyber Pakhtunkhwa, Pakistan, a teenage suicide bomber attacked a vehicle showroom near the main bus terminal in the town of Jandol, killing at least seven civilians, wounding eight others. According to security sources, the target of the attack was an anti-Tehrik-e-Taliban Pakistan (TTP) tribal militia leader, identified as Muhammad Akbar, who was among those killed. The amount of damage caused by the bomb was unknown and no group claimed responsibility.",Assassination,Private Citizens & Property,,"An anti-Tehrik-e-Taliban Pakistan (TTP) tribal militia leader, identified as Muhammad Akbar",Pakistan,Unknown,Suicide (carried bodily by human being),8,8
2011,4,21,Sindh,Karachi,24.893379,67.028061,"04/21/2011: On Thursday night, near the Ghaas Mandi area (hay market) of Lyari locality in Karachi, Sindh, Pakistan, a suicide bomber detonated his explosives near a gambling den, Rami Club. At least 15 people were killed and over 30 others were injured. The attack caused an unknown amount of property damage and no group claimed responsibility.",Bombing/Explosion,Business,Rami Club,"A gambling den, Rami Club,",Pakistan,Unknown,Suicide (carried bodily by human being),16,30
2011,4,23,Federally Administered Tribal Areas,Salarzai,34.865214,71.526639,"04/23/2011: On Saturday, in the Salarzai area of Bajaur, Federally Administered Tribal Area, Pakistan, a suicide bomber blew himself up as the vehicle of Malik Manasib Khan drove by. Khan, a tribal elder, was killed along with four others, including a paramilitary soldier and five other people were injured. Malik Manasib Khan was the chief of Salarzai tribe, which had raised a village force and expelled Tehrik-e-Taliban Pakistan (TTP) militants from their area. The attack caused an unknown amount of property damage and no group claimed responsibility for this incident, but it was suspected that pro-Taliban militants were responsible.",Bombing/Explosion,Private Citizens & Property,,"Malik Manasib Khan, a tribal elder and chief of Salarzai tribe,",Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),6,5
2011,4,26,Balochistan,Sibi,29.545888,67.875896,"04/26/2011: On Tuesday night around 0100, near a gas station on the national highway in Sibi, Balochistan, Pakistan, four unidentified militants on motorcycles boarded a passenger bus and set it ablaze using gasoline. Fifteen people were killed and 18 others were injured. Those killed were identified as Nazir Ahmed, Abdul Saeed, Bashir Ahmed, Nur Zaidi Kunji, Din Muhammad, Duran Khan and Imran Khan, Yuj Mal, Varsha and Kapil. No group claimed responsibility.",Facility/Infrastructure Attack,Transportation,,Civilians on a passenger bus,Pakistan,Unknown,Arson/Fire,15,18
2011,4,28,Sindh,Karachi,24.893379,67.028061,"04/28/2011: On Thursday morning at 0812, in the Karsaz neighborhood on Shahrah-e-Faisal Road, Karachi, Sindh, Pakistan, unidentified militants detonated a remote-controlled improvised explosive device targeting a bus transporting naval officials, killing five and injuring 10. The bomb, fixed on a motorcycle, was believed to contain three kilograms of explosives. The attack destroyed the motorcycle and caused an unknown amount of property damage to the bus. The Tehrik-e-Taliban Pakistan claimed responsibility for the attack by unknown means.",Bombing/Explosion,Military,Pakistan Navy,A bus transporting naval officials,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Sticky Bomb,5,10
2011,5,6,Balochistan,Quetta,30.182125,67.000517,"05/06/2011: On Friday morning around 0700, in Hazara, Quetta, Balochistan, Pakistan, six to eight unidentified militants riding in two cars opened fire on a group of civilians. Eight Shiite Muslim civilians were killed and 15 others were injured, and the attack caused an unknown amount of property damage. The militants used small-arms and three rocket-propelled grenades. Lashkar-e-Jhangvi claimed responsibility for the attack by unknown means.",Armed Assault,Private Citizens & Property,,"Civilians were targeted, including Shiite Muslims.",Pakistan,Lashkar-e-Jhangvi,Unknown Gun Type,8,15
2011,5,13,Khyber Pakhtunkhwa,Shabqadar,34.217542,71.561375,"05/13/2011: On Friday morning around 0555, in Shabqadar, Charsadda, Khyber Pakhtunkhwa, Pakistan, two suicide bombers on motorbikes with explosive vests attacked a training center for the Frontier Constabulary (FC). Eighty people, including 65 police recruits, were killed and at least 140 were injured. Twelve vehicles and approximately 20 shops were destroyed. Reportedly, the first bomber detonated his explosive vest near the main gate of the roadside FC training center. Eight minutes later, the second bomber detonated as security personnel were removing the dead and injured from the scene. Ehsanullah Ehsan, a Tehrik-e-Taliban Pakistan (TTP) spokesman, claimed responsibility for the attack by telephone from an undisclosed location, saying that ""This was the first revenge for Osama's martyrdom. Wait for bigger attacks in Pakistan and Afghanistan,"".",Bombing/Explosion,Police,Frontier Constabulary (FC),Training Center,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,82,140
2011,5,14,Islamabad Capital Territory,Islamabad,33.708988,73.053857,"05/14/2011: On Saturday evening, near Kharian, Islamabad, Punjab, Pakistan, unidentified militants detonated an improvised explosive device inside a passenger bus. At least seven people, including three women and a child, were killed and 20 others were injured. The bus was heavily damaged and no group claimed responsibility for the attack.",Bombing/Explosion,Transportation,,A passenger bus was targeted in the attack.,Pakistan,Unknown,Other Explosive Type,7,20
2011,5,22,Sindh,Karachi,,,"05/22/2011: At least 20 Tehriki-i-Taliban Pakistan (TTP) assailants attacked Pakistan Naval Station Mehran in Karachi, Sindh, Pakistan, using explosives and firearms. The attack, which lasted approximately 15 hours, caused the deaths of 11 navy officials and one Ranger, and injured 16 others. The assailants blew up at least two military aircraft. At least three assailants were reportedly killed. A TTP spokesperson indicated that the attack was carried out in retaliation for the killing of Osama bin Laden several weeks earlier.",Armed Assault,Military,Pakistani Navy,Pakistan Naval Station Mehran,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Gun Type,19,
2011,5,26,Khyber Pakhtunkhwa,Hangu,33.533541,71.057467,"05/26/2011: On Thursday evening around 1815, in Hangu, Khyber Pakhtunkhwa, Pakistan, a suicide bomber detonated his pickup truck near a police checkpoint that was close to the police station, killing at least 33 people and wounding more than 50 others. An estimated 15 shops were damaged and one small hotel and six shops surrounding the hotel were destroyed, while several houses, a District Coordination Officer (DCO) office and the police station were damaged. According to police, an estimated 450 kilograms of explosives were used in the attack. Ehsanullah Ehsan, a Terik-e-Taliban Pakistan (TTP) spokesman claimed responsibility for the attack by telephone from an undisclosed location, saying that it was a small attack carried out to avenge Osamaäó»s martyrdom. The claim also said that the intended target was the DCO office and threatened larger attacks in the future because small attacks would not suffice.",Bombing/Explosion,Government (General),Hangu District Coordination Officer,The District Coordination Officer (DCO) office was the intended target of the attack.,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,33,52
2011,5,28,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,"05/28/2011: On Saturday morning around 1000, in the Salarzai area of Bajaur, Federally Administered Tribal Areas, Pakistan, a man on foot detonated a bomb at a restaurant at a market, destroying the one-room restaurant and damaging several nearby shops. Eight civilians were killed, including two pro-government elders, and 10 others were wounded in the blast. Ehsanullah Ehsan, a Tehrik-i-Taliban Pakistan (TTP) spokesman, claimed responsibility, saying the elders were targeted because they were helping the security forces.",Bombing/Explosion,Private Citizens & Property,,Pro-government tribal elders,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),9,10
2011,6,5,Khyber Pakhtunkhwa,Nowshera,34.014167,71.976154,"06/05/2011: On Sunday evening around 2030, in Nowshera, Khyber Pakhtunkhwa, Pakistan, a suicide bomber detonated his improvised explosive device inside a bakery, killing 18 people, including two soldiers and 16 civilians, and wounding another 28 people. According to police, the attack was aimed at targeting the family members of military personnel and the blast caused another explosion of a gas cylinder in the bakery, which triggered off a huge fire. The attack caused an unknown amount of property damage to the area and Tehrik-e-Taliban Pakistan (TTP) militants have claimed responsibility for the attack by unknown means.",Bombing/Explosion,Military,,The family members of military personnel,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),19,28
2011,6,5,Khyber Pakhtunkhwa,Peshawar,34.009667,71.579994,"06/05/2011: On Sunday morning around 0930, in the Matani village of Peshawar, Khyber Pakhtunkhwa, Pakistan, suspected Tehrik-e-Taliban Pakistan (TTP) militants detonated a remote-controlled improvised explosive device attached to a pickup truck parked at a bus terminal near a market, killing six civilians, including three women and one child, and wounding 11 others, including two women. The blast damaged an unspecified number of vehicles and nearby buildings. No group has claimed responsibility for the attack; however, recently, there has been a surge in bomb attacks across Pakistan and officials blame the bombings on Taliban militants.",Bombing/Explosion,Private Citizens & Property,,Civilians,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,6,11
2011,6,11,Khyber Pakhtunkhwa,Peshawar,34.009667,71.579994,"06/11/2011: On Saturday night around 2250, in the Khyber Super Market area of Peshawar, Khyber Pakhtunkhwa, Pakistan, in one of two related attacks, Tehrik-e-Taliban Pakistan (TTP) militants detonated an improvised explosive device inside a retail and hotel complex, causing an unspecified number of casualties and the hotel collapsed. Minutes later, a 17-year-old suicide bomber on a motorcycle drove up to the outside of the complex where first-responders and on-lookers had gathered and detonated his explosives. In total, at least 35 people were killed and 80 others were injured. Those killed included two journalists working for The News and Pakistan Today. The force of the explosions destroyed over 20 shops near the blast site and the Darra Adamkhel chapter of the TTP claimed responsibility for the attacks in a phone call to The News correspondent in Kohat. He said nobody else but tribal elders from Khyber Agency were the target of the bombings. However, he didn't provide the names of the tribal elders and was unaware if they had been killed. Three suspects were arrested in connection with the attack.",Bombing/Explosion,Business,,A retail and hotel complex,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Explosive Type,18,40
2011,6,11,Khyber Pakhtunkhwa,Peshawar,34.009667,71.579994,"06/11/2011: On Saturday night around 2250, in the Khyber Super Market area of Peshawar, Khyber Pakhtunkhwa, Pakistan, in one of two related attacks, a 17-year-old Tehrik-e-Taliban Pakistan (TTP) suicide bomber on a motorcycle drove into the crowd of first-responders and on-lookers after a small improvised explosive device was detonated inside the retail and hotel complex. He detonated his explosives, causing an unspecified number of casualties and damaging nearby stores and vehicles. In total, at least 35 people were killed and 80 others were injured. Those killed included two journalists working for The News and Pakistan Today. The force of the explosions destroyed over 20 shops near the blast site and the Darra Adamkhel chapter of the TTP claimed responsibility for the attacks in a phone call to The News correspondent in Kohat. He said nobody else but tribal elders from Khyber Agency were the target of the bombings. However, he didn't provide the names of the tribal elders and was unaware if they had been killed. Three suspects were arrested in connection with the attack.",Bombing/Explosion,Police,Pakistani Law Enforcement,First-responders,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,18,40
2011,6,16,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,"06/16/2011: On Thursday, in the Mamoond area of Bajaur Agency, Federally Administered Tribal Areas (FATA), Pakistan, at least five civilians were killed when around 200 suspected Taliban militants attacked a village with small-arms and rocket-propelled grenades (RPGs). The militants allegedly crossed into Pakistan from Konar, Afghanistan. No group claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,,A village of civilians,Pakistan,Taliban,"Projectile (rockets, mortars, RPGs, etc.)",5,0
2011,6,16,Sindh,Karachi,24.95,66.966667,"06/16/2011: On Thursday, in Karachi, Sindh, Pakistan, unknown militants opened fire from various buildings in Orangi, killing seven civilians and an Awami National Party activist. No casualties were reported and no group claimed responsibility.",Armed Assault,Private Citizens & Property,,Civilians,Pakistan,Unknown,Unknown Gun Type,8,0
2011,7,2,Sindh,Karachi,24.893379,67.028061,"07/02/2011: On Saturday, near Muslim Stop, Godhra, in the New Karachi area of Karachi city, Sindh, Pakistan, Sipah-e-Sahaba Pakistan activists exchanged small arms fire with Muttahida Qaumi Movement activists over the control of a hospital. Seven people were killed and several others were injured in the fighting. No group has claimed responsibility.",Armed Assault,Government (General),Muttahida Qaumi Movement,Muttahida Qaumi Movement activists,Pakistan,Unknown,Unknown Gun Type,7,0
2011,7,7,Sindh,Karachi,24.893379,67.028061,"07/07/2011: On Thursday, in the Banaras Chowk area of Karachi, Sindh, Pakistan, unidentified militants attacked two passenger buses with small-arms fire, killing at least ten civilians and injuring 20 others. No group claimed responsibility for the attack.",Armed Assault,Transportation,,Two passenger buses,Pakistan,Unknown,Unknown Gun Type,10,20
