iyear,imonth,iday,provstate,city,latitude,longitude,summary,attacktype1_txt,targtype1_txt,corp1,target1,natlty1_txt,gname,weapsubtype1_txt,nkill,nwound
2011,9,13,Khyber Pakhtunkhwa,Peshawar,34.009667,71.579994,"09/13/2011: On Tuesday, in Peshawar, Khyber Pakhtunkhwa, Pakistan, militants armed with a rocket-propelled grenade launcher and AK-47 assault rifles fired at a school bus, killing four children and the driver. Eighteen people, including 12 boys, two girls, and two female teachers were wounded. The attack caused an unknown amount of property damage and the Tehrik-e-Taliban Pakistan claimed responsibility for the attack.",Armed Assault,Private Citizens & Property,,Civilians,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Projectile (rockets, mortars, RPGs, etc.)",5,0
2011,9,15,Khyber Pakhtunkhwa,Dir,35.202293,71.873006,"09/15/2011: On Thursday, in Dir, Khyber Pakhtunkhwa, Pakistan, a suicide bomber attacked the funeral of a member of a pro-government Pashtun tribe in a village in northwest Pakistan, killing 46 people and injuring 56 others. The attack caused an unknown amount of property damage and no group claimed responsibility, although Taliban militants are suspected.",Bombing/Explosion,Private Citizens & Property,,Civilians,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),47,57
2011,9,15,Khyber Pakhtunkhwa,Mayar Jandool,34.887684,71.66341,"09/15/2011: On Thursday, in the Jandol area of lower Dir district, Khyber Pakhtunkhwa, Pakistan, 45 people were killed and 65 were wounded when a suicide bomber blew himself up targeting a funeral procession for pro-government elder Malik Sultan. The attack struck nearly 200 mourners. The blast caused an unknown amount of property damage and no group has claimed the responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,,Civilians,Pakistan,Unknown,Suicide (carried bodily by human being),46,65
2011,9,19,Khyber Pakhtunkhwa,Peshawar,34.009667,71.579994,"09/19/2011: On Monday, in the Nishtarabad Chowk area of Peshawar, Khyber Pakhtunkhwa, Pakistan, unidentified militants detonated a remote controlled improvised explosive device that was attached to a motorcycle. At least six civilians were killed and thirty-three others were wounded. Several cars, motorcycles, and twenty-five shops were destroyed. The CD shop in Nishtarabad was the target of the attack. No group has claimed responsibility but Tehrik-e-Taliban Pakistan militants are suspected.",Bombing/Explosion,Business,,A CD shop,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Sticky Bomb,6,33
2011,9,19,Sindh,Karachi,24.893379,67.028061,"09/19/2011: On Monday morning at 0725, in the Darakhshan area of Karachi, Sindh, Pakistan, a Tehrik-e-Taliban Pakistan (TTP) militant drove a suicide vehicle-borne improvised explosive device (SVBIED) into the residence of a senior police officer, Chaudhry Mohammad Aslam. The blast killed 8 people and wounded 12 others. Chaudhry's home and six police vehicles were destroyed, while several other nearby buildings were damaged. An eight-foot-deep crater was left where the SVBIED detonated. TTP spokesman Ehsanullah Ehsan claimed responsibility for attack via telephone, saying ""We will attack other police officials as well who are taking action against our people.""",Bombing/Explosion,Police,Pakistani Law Enforcement,Senior police officer Chaudhry Mohammad Aslam,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,9,12
2011,9,20,Balochistan,Quetta,30.182125,67.000517,"09/20/2011: On Tuesday afternoon around 1600, on Saryab Road in Quetta, Balochistan, Pakistan, several unidentified gunmen stopped a passenger bus carrying 60 Shia Muslims headed for Iran. The gunmen took the passengers off of the bus and lined them up before they began shooting. Twenty-six people were killed and 30 others injured. The Lashkar-e-Jhangvi (LeJ) claimed responsibility for the attack.",Armed Assault,Transportation,,A passenger bus,Pakistan,Lashkar-e-Jhangvi,Unknown Gun Type,26,30
2011,10,4,Balochistan,Quetta,30.182125,67.000517,"10/04/2011: On Tuesday morning at 0700, in the Akhtarabad area of Quetta, Balochistan, Pakistan, unidentified militants on two motorcycles and in a pickup truck lined up passengers on a bus and opened fire on them. Fourteen Shia Muslims were killed and seven other passengers were injured. The types of firearms used were sub-machine guns. Lashkar-e-Jhangvi (LeJ) claimed responsibility for the attack by unknown means.",Armed Assault,Private Citizens & Property,,Civilians,Pakistan,Lashkar-e-Jhangvi,Unknown Gun Type,14,7
2011,10,17,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,"10/17/2011: On Monday, on Dhodha Road in Orakzai, Federally Administered Tribal Areas, Pakistan, unidentified militants fired upon the car of a chief of a peace committee, killing the chief and four of his associates. No group has claimed responsibility for the attack.",Armed Assault,NGO,,A peace committee chief was targeted in the attack.,Pakistan,Unknown,Unknown Gun Type,5,0
2011,10,17,Khyber Pakhtunkhwa,Kohat,33.583401,71.433219,"10/17/2011: On Monday, in the Khaki Banda area of Kohat, Khyber Pakhtunkhwa, Pakistan, two unidentified gunmen on a motorcycle opened fire on a vehicle carrying members of the pro-government Orakzai Peace Committee.  Five people were killed, including Chief Azizur Rehman, and one person was injured.  The attack caused an unknown amount of damage. No group claimed responsibility for the attack, but the Taliban was suspected to be responsible.",Armed Assault,Private Citizens & Property,Orakzai Peace Committee,Orakzai Peace Committee members,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Gun Type,5,1
2011,11,10,Khyber Pakhtunkhwa,Bara district,33.920331,71.462721,"11/10/2011: At least two dozen members of Lashkar-e-Islam attacked a checkpost for the Akakhel Peace Committee in Daro Adda area of Bara tehsil, Khyber Agency, Pakistan.  The assailants opened fire on the members of the peace committee, killing at least four peace volunteers.  The assailants fled the scene, evading capture;  the specific motive behind the attack is unknown.",Armed Assault,Private Citizens & Property,Civilians,Volunteers for the Akakhel Peace Committee,Pakistan,Lashkar-e-Islam (Pakistan),Unknown Gun Type,5,
2011,11,12,Federally Administered Tribal Areas,Tirah,34.745,71.606667,"11/12/2011: Militants fired a mortar at a security forces checkpoint in Tirah valley, Federally Administered Tribal Areas, Pakistan.  However, the mortar missed the target and fell on a civilian house, killing at least six people, including two children.  No group claimed responsibility for the incident.",Bombing/Explosion,Police,Police,A security forces check point,Pakistan,Militants,"Projectile (rockets, mortars, RPGs, etc.)",6,
2011,11,13,Federally Administered Tribal Areas,Khyber district,33.874976,70.938292,"11/13/2011: An improvised explosive device detonated at the market in Mastak town, Khyber Agency, Pakistan.  The device was hidden on a donkey cart and was remote triggered.  At least six people were killed in the attack and another seven were wounded.  The victims were tribespeople from the Akakhel and Zakhakhel tribes who had recently formed a peace alliance with the government.  No group claimed responsibility for the incident; however, sources suspect that Lashkar-e-Islam orchestrated the event.",Bombing/Explosion,Private Citizens & Property,Civilians,Tribespeople from the Akakhel and Zakhakhel tribes that were in the market,Pakistan,Lashkar-e-Islam (Pakistan),Remote Trigger,6,7
2011,11,16,Federally Administered Tribal Areas,Tirah district,34.745,71.606667,"11/16/2011: A truck carrying eight tribespeople hit a landmine in the Spori area of Tirah valley, Khyber Agency, Pakistan.  Six passengers were killed and two were injured in the explosion.  No group claimed responsibility for the incident and specific motive is unknown.",Bombing/Explosion,Private Citizens & Property,Civilians,Tribespeople in the Spori area of Tirah valley,Pakistan,Unknown,Land Mine,6,2
2011,11,15,Federally Administered Tribal Areas,Marazan district,33.616111,70.764722,"11/15/2011: Approximately 60 militants attacked a military checkpoint in the Marazan area of Kurram agency, Pakistan.  The assailants opened fire and shot rockets; an army major, Major Sikandar, was killed in the assault.  The military returned fire, killing approximately 20 militants and detroying nine hideouts.  Specific motive is unknown; however, officials believe the attack was a response to a military offensive in the region.",Bombing/Explosion,Military,Military,"A military checkpost in Kurram agency, including Major Sikandar",Pakistan,Militants,Unknown Gun Type,21,
2011,11,16,Sindh,Karachi,24.893379,67.028061,"11/16/2011: Three suicide bombers self-detonated in the Sea View neighborhood of Karachi, Sindh province, Pakistan.  Officers at a checkpoint attempted to flag down the car that the bombers were traveling in; the bombers fled and the officers gave chase.  Upon being cornered, the bombers detonated, killing themselves and two police officers.  Their intended target and specific motive is unknown; however, authorities had received information that suicide bombers were attempting to enter Karachi in order to disrupt the month of Muharram.",Bombing/Explosion,Police,Police,Police officers in the Sea View area,Pakistan,Unknown,Vehicle,5,0
2011,11,25,Federally Administered Tribal Areas,Orakzai district,33.758441,71.052376,"11/25/2011: A vehicle exploded near Gundital village, Orakzai agency, Pakistan. Six militants in the vehicle at the time were killed in the explosion; they were traveling from Dabori area to an unknown destination.  The intended target of the explosive device is unknown.",Bombing/Explosion,Unknown,Unknown,,,Militants,Vehicle,6,0
2011,11,30,Federally Administered Tribal Areas,Khadezai,33.64065,70.775753,"11/30/2011: An unknown group of militants attacked a military outpost with mortars and heavy weapons in the Khadezai area of northwestern Orakzai Agency, Federally Administered Tribal Areas (FATA), Pakistan. Six Pakistani soldiers were wounded in the initial assault, and eight militants were killed when security forces returned fire. No group claimed responsibility for the attack.",Armed Assault,Military,Pakistani military,Six soldiers,Pakistan,Unknown,"Projectile (rockets, mortars, RPGs, etc.)",18,6
2011,12,2,Khyber Pakhtunkhwa,Chitral district,36.154988,72.107319,"12/2/2011: Five paramilitary soldiers were wounded when their posted was targeted by a mortar attack in the Chitral district of Khyber Pakhtunkhwa, Pakistan.  It is believed that the mortars were launched from the Kunar province of Afghanistan by Taliban militants.  The paramilitary soldiers immediately returned fire, killing seven militants.  No property damage was reported.",Bombing/Explosion,Military,Paramilitary,Five paramilitary soldiers,Pakistan,Taliban,"Projectile (rockets, mortars, RPGs, etc.)",7,5
2011,12,2,Khyber Pakhtunkhwa,Ursoon,35.490112,71.724269,"12/02/2011: Taliban fighters crossed the Afghanistan/Pakistan border and launched a mortar attack on a paramilitary outpost in the Ursoon area of Chitral district, Khyber Pakhtunkhwa province, Pakistan. Five Pakistani soldiers were wounded, and seven Taliban fighters were killed in the attack. No property damage was reported in the incident.",Bombing/Explosion,Military,Pakistani paramilitary,5 Pakistani paramilitary soldiers.,Pakistan,Taliban,"Projectile (rockets, mortars, RPGs, etc.)",7,5
2011,12,12,Khyber Pakhtunkhwa,Karbogha,33.35495,70.761308,"12/12/2011: Two police officers, Head Constable Tazimdad and Constable Sibghatullah, were kidnapped by unnamed gunmen in Karbogha, Khyber, Pakistan.  The two police officers were then driven to Dalan.  The gunmen were followed and an armed conflict insued.  During the shootout, three police officers, a civilian and a millitant were killed.  The names of the police officers were Constables Sabir Muhammad, Raja Muhammad Akhtar and Abdul Khaliq.  The civilian was Nazir Khan.  No injuries were reported on either side.  No claim of responsibility was reported.",Hostage Taking (Kidnapping),Police,Police,Local Police,Pakistan,Unknown,Unknown Gun Type,5,0
2011,12,13,Khyber Pakhtunkhwa,Bara,33.921926,71.462577,"12/13/2011: At least six people were killed and four more were wounded when members of  Lashkar-e-Islam (Pakistan) fired least 30 mortar shells at Bara city, FATA, Pakistan.  At least two homes were hit.  Those homes belonged to members of a local peace council.",Bombing/Explosion,Private Citizens & Property,Civilians,Civilians,Pakistan,Lashkar-e-Islam (Pakistan),"Projectile (rockets, mortars, RPGs, etc.)",6,4
2011,12,24,Khyber Pakhtunkhwa,Bannu,32.986132,70.604229,"12/24/2011: A suicide car bomb attack targeted a camp of the Frontier Corps in Bannu city, Bannu district of Khyber Pakhtunkhwa province, Pakistan, killing 6 soldiers and wounding 12 others. The attack caused significant property damage, including damage to the main camp office. A spokesman for Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack, which the group claimed was done in response to the killing of a local Taliban commander in a U.S. drone strike.",Bombing/Explosion,Military,Frontier Corps,18 Frontier Corps soldiers,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,7,12
2011,12,30,Balochistan,Quetta,30.182125,67.000517,"12/30/2011: A suicide bomber in a car full of explosives detonated his improvised bomb outside of the home of a former minister in Quetta, Balochistan, Pakistan.  It is not stated if the former minister, Naseer Mengal, was wounded or killed in the attack, but at least 7 of the 13 killed are said to be his son's body guards.  Another 30 people were injured and at least 6 vehicles and 10 homes were destroyed.  The Baloch Liberation Army (BLA) claimed responsibility for the attack.",Bombing/Explosion,Government (General),Former Minister,Naseer Mengal,Pakistan,Baloch Liberation Army (BLA),Vehicle,14,30
2012,1,2,Federally Administered Tribal Areas,Landi Kotal,34.0989,71.14978,"01/02/2012: Attackers opened fire on a security vehicle in Landi Kotal town, Federally Administered Tribal Areas, Pakistan. A firefight with the security officers ensued. When the forces surrounded the house of a suspected attacker, he blew himself up. Six people, including the bomber, four other assailants, and one officer were killed in the incident. No group claimed responsibility for the attack.",Bombing/Explosion,Military,Frontier Corps (FC),Soldier,Pakistan,Unknown,Suicide (carried bodily by human being),6,1
2012,1,2,Federally Administered Tribal Areas,Ghaljo,33.637909,70.851324,"01/02/2012: Assailants attacked security personnel in Ghaljo area, Orakzai Agency, Federally Administered Tribal Areas, Pakistan. The ambush led to a gunfight that killed eight attackers and injured three. No group claimed responsibility for the incident.",Armed Assault,Military,Pakistan Armed Forces,Forces,Pakistan,Unknown,Unknown Gun Type,8,3
2012,1,10,Khyber Pakhtunkhwa,Jamrud,34.000016,71.383411,"01/10/2012: A remote-controlled explosive device placed in a pickup truck detonated in Jamrud market, Khyber Pakhtunkhwa province, Pakistan. Sources believed that the local Zakhakhel tribal militia was the target of the attack. The tribe had recently formed the militia to combat Tehrik-i-Taliban Pakistan (TTP). Thirty-five people died and 60 were wounded in the attack. The TTP claimed responsibility for the incident.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Civilians,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,35,60
2012,1,11,Balochistan,Balida,28.490733,65.095779,"01/11/2012: An explosive device detonated, targeting two Frontier Corps (FC) vehicles in Balida area, Balochistan province, Pakistan. A firefight erupted between the troopers and the attackers after the blast. Fourteen security officers were killed and an unknown number of peopler wounded in the attack. The Baloch Liberation Front claimed responsibility for the incident.",Bombing/Explosion,Military,Frontier Corps (FC),Convoy,Pakistan,Baloch Liberation Front (BLF),Unknown Explosive Type,14,
2012,1,11,Balochistan,Nawano,26.367809,62.720616,"01/11/2012: Assailants attacked Frontier Corps (FC) soldiers on their way back to their post after buying groceries in Nawano area, Turbat district, Balochistan province, Pakistan. Fourteen soldiers were killed and an unknown number injured in the attack. The Baloch Liberation Army (BLA) claimed responsibility for the incident.",Armed Assault,Military,Frontier Corps (FC),Convoy,Pakistan,Baloch Liberation Army (BLA),"Projectile (rockets, mortars, RPGs, etc.)",14,
2012,1,12,Khyber Pakhtunkhwa,Sarband,33.936523,71.486335,"01/12/2012: Assailants attacked a joint police and Frontier Corps (FC) checkpost in Sarband area, Khyber Pakhtunkhwa province, Pakistan. Three people were killed and 11 injured in the attack. Three attackers were killed as well. No group claimed responsibility for the incident.",Armed Assault,Police,Frontier Constabulary (FC),Checkpost,Pakistan,Unknown,"Projectile (rockets, mortars, RPGs, etc.)",6,11
2012,1,12,Khyber Pakhtunkhwa,Azakhel,33.834489,71.593166,"01/12/2012: Assailants fired a mortar shell at Merikhel area, Akakhel village, Khyber Pakhtunkhwa province, Pakistan. Five people died, one was injured, and a house was destroyed in the attack. No group claimed responsibility for the incident.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Civilians,Pakistan,Unknown,"Projectile (rockets, mortars, RPGs, etc.)",5,1
2012,1,12,Federally Administered Tribal Areas,Mulla Pattay,33.697271,71.144852,"01/12/2012: Assailants attacked a security checkpoint in Mull Pattay area, Orakzai Agency, Federally Administered Tribal Areas, Pakistan. One soldier died and another was injured in the attack. In retaliation, soldiers killed eight attackers and injured three. No group claimed responsibility for the incident.",Armed Assault,Military,Pakistan Armed Forces,Checkpost,Pakistan,Unknown,Unknown Gun Type,9,4
2012,1,14,Khyber Pakhtunkhwa,Dera Ismail Khan,31.823676,70.90953,"01/14/2012: Assailants dressed in police uniforms and armed with suicide vests and grenades attacked a police station in Dera Ismail Khan city, Khyber Pakhtunkhwa province, Pakistan. Four attackers died in the attack, as did four police officers, and four people were wounded. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",Bombing/Explosion,Police,Pakistani Police,Officers,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),8,4
2012,1,15,Punjab,Khan Pur,31.681826,74.101247,"01/15/2012: A remote-controlled explosive device affixed to an electrical transformer exploded near a Chehlum mourning procession in Khan Pur tehsil, Rahim Yar Khan district, Punjab province, Pakistan. At least 18 people were killed and 20 injured in the blast. No group claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Pilgrims,Pakistan,Unknown,Remote Trigger,18,20
2012,1,16,Balochistan,Champ,30.166667,69.45,"01/16/2012: Gunmen attacked Frontier Corps (FC) members setting up a check post in Behlol Basti area, Balochistan province, Pakistan. The FC members returned fire, killing at least 10 attackers while suffering no casualties of their own. No group claimed responsibility for the incident.",Armed Assault,Military,Frontier Corps (FC),Checkpoint,Pakistan,Unknown,Unknown Gun Type,10,
2012,1,24,Federally Administered Tribal Areas,Jogi,33.69013,70.356187,"01/24/2012: Assailants attacked a security checkpoint in Jogi area, Kurram Agency, Federally Administered Tribal Areas, Pakistan. Two soldiers were killed and two injured. In return fire, seven attackers were also killed. No group claimed responsibility for the incident.",Armed Assault,Military,Pakistan Armed Forces,Checkpoint,Pakistan,Unknown,Unknown Gun Type,9,2
2012,1,25,Federally Administered Tribal Areas,Jogi,33.69013,70.356187,"01/25/2012: Approximately 50 assailants attacked a Pakistani military patrol in Jogi area, Kurram Agency, Federally Administered Tribal Areas, Pakistan. In the ensuing gun battle, six soldiers and 10 attackers were killed, and four soldiers and 13 attackers were injured. No group claimed responsibility, but sources attributed the incident to Tehrik-i-Taliban Pakistan (TTP).",Armed Assault,Military,Pakistan Armed Forces,Patrol,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Gun Type,16,17
2012,1,26,Balochistan,Sui,28.635636,69.186547,"01/26/2012: Approximately 12 assailants attacked a Frontier Corps (FC) checkpoint in Sui subdistrict, Dera Bugti district, Balochistan province, Pakistan. Six soldiers were killed in the attack. The Baloch Republican Army (BRA) claimed responsibility for the incident, noting that the checkpoint was destroyed as well.",Armed Assault,Military,Frontier Corps (FC),Checkpoint,Pakistan,Baloch Republican Army (BRA),Unknown Gun Type,6,0
2012,1,26,Federally Administered Tribal Areas,Kurram district,33.695975,70.336069,"01/26/2012: Assailants attacked a security checkpoint in Kurram tribal area, Kurram agency, Federally Administered Tribal Areas, Pakistan. Twenty attackers were killed and 22 troops injured in the subsequent firefight. No group claimed responsibility for the attack.",Armed Assault,Military,Pakistan Armed Forces,Checkpoint,Pakistan,Unknown,Unknown Gun Type,20,22
2012,1,31,Federally Administered Tribal Areas,Jogi,33.69013,70.356187,"01/31/2012: At least 100 assailants attacked a strategic military checkpost in Jogi area, Kurram Agency, Federally Administered Tribal Areas, Pakistan. In the subsequent battle, 35 attackers were killed and 30 wounded, while eight soldiers were killed and 32injured. No group claimed responsibility for the incident, but sources suspected Tehrik-i-Taliban Pakistan (TTP) and noted that the checkpoint was attacked because it was blocking Taliban movement from Tirah valley in Khyber Agency to Orakzai North Waziristan.",Armed Assault,Military,Pakistan Armed Forces,Checkpoints,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Gun Type,43,62
2012,1,31,Balochistan,Quetta,30.209078,67.018388,"01/31/2012: Assailants attacked a Frontier Corps (FC) checkpoint near Margat coalmines, Quetta city, Balochistan province, Pakistan. This was one of four attacks on FC checkpoints in Balochistan on this date. Eighteen people were killed and 12 injured across the four attacks. In this particular attack, three FC soldiers were kidnapped and killed 33 days later after a kangaroo court found them guilty of torturing group members. A Baloch Liberation Army (BLA) spokesperson claimed that the attacks were in response to the killings of Nawab Akbar Bugti's granddaughter and great-granddaughter.",Hostage Taking (Kidnapping),Military,Frontier Corps (FC),Checkpost,Pakistan,Baloch Liberation Army (BLA),Unknown Gun Type,7,3
2012,2,3,Federally Administered Tribal Areas,Shindano Dand,33.700174,70.336254,"02/03/2012: Assailants attacked a Frontier Corps (FC) post and took four soldiers hostage in Shindano Dand city, Kurram Agency, Federally Administered Tribal Areas (FATA), Pakistan. Eighteen assailants and seven soldiers were killed in the attack. The fate of the hostages is unknown. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",Hostage Taking (Kidnapping),Military,Frontier Corps (FC),Checkpost,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Automatic Weapon,25,3
2012,2,11,Khyber Pakhtunkhwa,Sharikera,34.004299,71.54483,"02/11/2012: An explosive device detonated in a house in Sharikera village, Peshawar city, Khyber-Paktunkhwa province, Pakistan. Seven people were killed and three wounded. No group claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Civilians,Pakistan,Unknown,Unknown Explosive Type,7,3
2012,2,12,Khyber Pakhtunkhwa,Mardan,34.198181,72.044411,"02/12/2012: A child suicide bomber detonated his explosives at an army recruitment center in Mardan city, Khyber Pakhtunkhwa province, Pakistan. There were 28 fatalities, though the number of wounded is unknown. No group claimed responsibility for the attack.",Bombing/Explosion,Military,Pakistan Army,Recruitment Center,Pakistan,Unknown,Suicide (carried bodily by human being),28,
2012,2,14,Balochistan,Maskan,26.156056,63.014758,"02/14/2012: Assailants opened fire on day laborers working for a contruction company, then torched company vehicles and machinery in Maskan area, Kech district, Balochistan province, Pakistan. Seven laborers were killed and two wounded. The Baloch Liberation Front (BLF) claimed responsibility for that attack and warned private companies against doing any construction work or oil and gas exploration projects in Balochistan.",Armed Assault,Private Citizens & Property,Not Applicable,Laborers,Pakistan,Baloch Liberation Front (BLF),Unknown Gun Type,7,2
2012,2,17,Federally Administered Tribal Areas,Parachinar,33.899167,70.100833,"02/17/2012: A suicide bomber on a motorcycle detonated in Kurmi Bazaar in Parachinar city, Federally Administered Tribal Areas (FATA), Pakistan. At least 40 people were killed in the blast and another 64 injured; in addition, several shops were damaged. Tehrik-e-Taliban Islami (TTI) claimed responsibility for the incident, stating that the attack was targeting Shiite community members for their anti-TTI activities.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Civilians,Pakistan,Tehrik-e-Taliban Islami (TTI),Vehicle,40,64
2012,2,19,Federally Administered Tribal Areas,Nari Baba,32.667476,69.859741,"02/19/2012: An explosive device detonated at a pro-government militia checkpoint in Nari Baba area, Khyber Agency, Federally Administered Tribal Areas (FATA), Pakistan. Nine militia members were killed in the attack, and another four were injured. This was one of two attacks at the checkpoint on this date. No group claimed responsibility for the incident, but sources suspected Lashkar-e-Islam (Pakistan).",Bombing/Explosion,Terrorists/Non-State Militia,Zakhakhel Aman Lashkar,Checkpost,Pakistan,Lashkar-e-Islam (Pakistan),Time Fuse,9,4
2012,2,19,Federally Administered Tribal Areas,Khyber district,33.860224,70.662679,"02/19/2012: A remote-controlled explosive device targeting Peoples' Aman Committee members detonated in Tirah Valley, Khyber Agency, Federally Administered Tribal Areas (FATA), Pakistan. Seven people were killed and six more wounded. No group claimed responsibility for the attack.",Bombing/Explosion,Terrorists/Non-State Militia,Aman Lashkars,Members,Pakistan,Unknown,Remote Trigger,7,6
2012,2,23,Khyber Pakhtunkhwa,Bahadur Kalay,33.968178,71.551622,"02/23/2012: An explosives-laden vehicle detonated outside of the Kohat bus terminal in Bahadur Kalay town, Khyber Pakhtunkhwa province, Pakistan. At least 12 people were killed and 36 others were injured in the blast. No group claimed responsibility; however, sources attributed the attack to Tehrik-i-Taliban Pakistan (TTP).",Bombing/Explosion,Transportation,Unknown,Bus Stand,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,12,36
2012,2,23,Khyber Pakhtunkhwa,Peshawar,34.004274,71.5448,"02/23/2012: An explosive device detonated outside Kohat bus terminal in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. The blast killed 15 people and wounded 32 more. No group claimed responsibility for the attack.",Bombing/Explosion,Transportation,Unknown,Bus Terminal,Pakistan,Unknown,Vehicle,15,32
2012,2,24,Khyber Pakhtunkhwa,Kotwali,34.004299,71.54483,"02/24/2012: Three suicide bombers attacked a police station with grenades and assault weapons, then detonated their explosives in Kotwali area, Peshawar city, Khyber-Paktunkhwa province, Pakistan. Six people, including the bombers, were killed, six more were wounded, and the police station was damaged. Abdullah Azzam Brigades claimed responsibility, asserting that the attack was revenge for a drone strike which killed Al-Qa'ida leader Badr Munir. Abu Hafs Katibatul al-Ghurba al-Mujahideen also claimed responsibility.",Bombing/Explosion,Police,Pakistani Police,Police Station,Pakistan,Abdullah Azzam Brigades,Suicide (carried bodily by human being),6,6
2012,2,24,Federally Administered Tribal Areas,Nala,33.858529,70.551407,"02/24/2012: Assailants attacked a military convoy in Nala area, Federally Administered Tribal Areas (FATA), Pakistan. Three soldiers were killed in the attack, and another three were injured. Seven assailants were killed in the return fire. No group claimed responsibility for the incident.",Armed Assault,Military,Pakistan Armed Forces,Vehicle,Pakistan,Unknown,Unknown Gun Type,10,3
2012,2,27,Khyber Pakhtunkhwa,Nowshera,34.006649,71.999817,"02/27/2012: A motorcycle rigged with explosives was remotely detonated as people were leaving an Awami National Party (ANP) rally by Farooq Stadium in Nowshera city, Khyber Paktunkhwa province, Pakistan. Six people were killed and 20 more injured. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack, which was believed to be in retaliation for military operations conducted in the Federally Administered Tribal Areas.",Bombing/Explosion,Private Citizens & Property,Awami National Party (ANP),Rally,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,6,20
2012,2,27,Balochistan,Chamalang,30.173056,69.445556,"02/27/2012: Assailants opened fire on Frontier Corps (FC) personnel setting up a checkpoint in Chamalang area, Balochistan province, Pakistan. Ten assailants were killed in the ensuing firefight. No group claimed responsibility for the attack.",Armed Assault,Military,Frontier Corps (FC),Checkpost,Pakistan,Unknown,Unknown Gun Type,10,
2012,2,28,Khyber Pakhtunkhwa,Harban Nala,35.450276,73.625473,"02/28/2012: Assailants dressed in army uniforms intercepted a bus carrying Shiite Muslims, took 18 off the bus, and shot them dead on the Karakoram Highway in Harban Nala area, Kohistan district, Khyber Paktunkhwa province, Pakistan. Eight other people were wounded. Tehrik-i-Taliban Pakistan (TTP) and Jundallah both claimed responsibility for what authorities suspected was a sectarian attack.",Armed Assault,Private Citizens & Property,Not Applicable,Shia Civilians,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Automatic Weapon,18,8
2012,3,2,Federally Administered Tribal Areas,Tirah district,33.8125,70.676944,"03/02/2012: A suicide bomber targeted Lashkar-e-Islam (LI) members either at an LI camp or an LI-majority mosque in Tirah Valley, Federally Administered Tribal Areas, Pakistan. Twenty-three people, including the bomber, were killed, while 20 other people were wounded. A Tehrik-i-Taliban Pakistan (TTP) spokesperson claimed responsibility for the attack, stating that it was revenge for the killing of 11 TTP members by LI.",Bombing/Explosion,Terrorists/Non-State Militia,Lashkar-e-Islam (LeI),Members,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),23,20
2012,3,2,Federally Administered Tribal Areas,Tirah district,33.8125,70.676944,"03/02/2012: Assailants attacked a Pakistani military post in Tirah Valley, Federally Administered Tribal Areas, Pakistan. Thirty-three people, including 10 soldiers and 23 attackers, were killed in the assault. The Taliban claimed responsibility for the attack.",Armed Assault,Military,Pakistan Armed Forces,Checkpost,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Gun Type,33,
2012,3,6,Balochistan,Uch,28.629159,68.616381,"03/06/2012: Assailants attacked a Frontier Corps (FC) patrol in Uch area, Balochistan province, Pakistan. Seven attackers were killed and nine injured when the soldiers returned fire. There were no reported military casualties, and no group claimed responsibility for the attack.",Armed Assault,Military,Frontier Corps (FC),Patrol,Pakistan,Unknown,Unknown Gun Type,7,9
